step,price,action,action_name,q_hold,q_buy,q_sell
441,135.4127197265625,1,BUY,20830.45,20845.062,20834.148
442,135.76358032226562,1,BUY,20818.002,20832.613,20821.7
443,136.98687744140625,0,HOLD,20843.94,20822.057,20815.414
444,136.939453125,0,HOLD,20828.389,20826.285,20815.371
445,137.9256591796875,0,HOLD,20853.479,20820.904,20824.955
446,138.04888916015625,1,BUY,20824.082,20838.693,20827.777
447,138.34286499023438,1,BUY,20828.035,20842.645,20831.729
448,138.47561645507812,1,BUY,20836.527,20851.137,20840.22
449,139.83163452148438,1,BUY,20832.402,20847.021,20836.102
450,140.02134704589844,1,BUY,20848.152,20862.764,20851.848
451,139.86012268066406,1,BUY,20864.629,20879.24,20868.324
452,139.9644317626953,1,BUY,20855.285,20869.898,20858.98
453,140.38165283203125,1,BUY,20844.635,20859.246,20848.332
454,140.1256103515625,1,BUY,20835.725,20850.34,20839.422
455,140.66615295410156,1,BUY,20847.62,20862.234,20851.314
456,141.14974975585938,1,BUY,20847.996,20862.605,20851.688
457,141.32992553710938,1,BUY,20838.828,20853.44,20842.521
458,141.15924072265625,1,BUY,20839.639,20854.252,20843.332
459,140.63771057128906,1,BUY,20853.771,20868.385,20857.469
460,141.01699829101562,1,BUY,20859.32,20873.928,20863.012
461,140.09718322753906,1,BUY,20874.324,20888.934,20878.014
462,140.33425903320312,1,BUY,20877.176,20891.79,20880.875
463,139.8031768798828,1,BUY,20873.176,20887.79,20876.871
464,139.35751342773438,1,BUY,20875.84,20890.451,20879.531
465,143.41615295410156,1,BUY,20879.465,20894.08,20883.16
466,143.73854064941406,1,BUY,20879.695,20894.309,20883.39
467,144.279052734375,1,BUY,20883.984,20898.6,20887.682
468,144.23162841796875,1,BUY,20890.824,20905.441,20894.521
469,143.95663452148438,1,BUY,20892.08,20906.693,20895.777
470,145.34107971191406,1,BUY,20905.785,20920.396,20909.482
471,145.83416748046875,1,BUY,20899.455,20914.068,20903.152
472,145.9195098876953,1,BUY,20905.895,20920.508,20909.59
473,146.50747680664062,1,BUY,20911.877,20926.488,20915.574
474,145.73936462402344,1,BUY,20913.355,20927.965,20917.053
475,145.72988891601562,1,BUY,20914.084,20928.697,20917.781
476,145.91004943847656,1,BUY,20912.857,20927.469,20916.55
477,145.3790283203125,1,BUY,20905.902,20920.516,20909.598
478,144.6962432861328,1,BUY,20906.174,20920.785,20909.867
479,146.54541015625,1,BUY,20917.873,20932.484,20921.566
480,145.98593139648438,1,BUY,20920.154,20934.766,20923.848
481,145.8721160888672,1,BUY,20925.97,20940.582,20929.666
482,147.4557342529297,1,BUY,20927.844,20942.46,20931.543
483,147.63589477539062,1,BUY,20928.31,20942.924,20932.006
484,148.17645263671875,1,BUY,20932.742,20947.352,20936.438
485,148.11001586914062,1,BUY,20918.135,20932.74,20921.826
486,148.48936462402344,1,BUY,20904.846,20919.457,20908.541
487,145.9005584716797,1,BUY,20895.547,20910.16,20899.24
488,147.12384033203125,1,BUY,20888.666,20903.277,20892.361
489,146.49798583984375,1,BUY,20887.953,20902.564,20891.648
490,144.81005859375,1,BUY,20887.047,20901.66,20890.742
491,144.90487670898438,1,BUY,20871.783,20886.395,20875.479
492,145.55918884277344,1,BUY,20878.098,20892.71,20881.791
493,146.0522918701172,1,BUY,20876.002,20890.617,20879.695
494,146.69712829589844,1,BUY,20868.139,20882.754,20871.832
495,147.83505249023438,1,BUY,20875.71,20890.318,20879.404
496,147.63589477539062,1,BUY,20865.693,20880.307,20869.385
497,147.92039489746094,1,BUY,20878.344,20892.959,20882.037
498,147.81610107421875,1,BUY,20900.805,20915.422,20904.5
499,149.49449157714844,1,BUY,20898.621,20913.234,20902.314
500,150.74789428710938,1,BUY,20898.123,20912.73,20901.814
501,149.85467529296875,1,BUY,20902.61,20917.219,20906.31
502,149.69309997558594,1,BUY,20904.42,20919.03,20908.113
503,149.71209716796875,1,BUY,20898.135,20912.746,20901.828
504,149.54103088378906,1,BUY,20881.785,20896.4,20885.48
505,148.73333740234375,1,BUY,20856.832,20871.445,20860.53
506,148.75238037109375,1,BUY,20854.576,20869.186,20858.271
507,148.93292236328125,1,BUY,20869.613,20884.229,20873.305
508,148.0111541748047,1,BUY,20871.717,20886.33,20875.414
509,150.60537719726562,1,BUY,20885.871,20900.48,20889.562
510,152.06874084472656,1,BUY,20890.816,20905.424,20894.506
511,152.33480834960938,1,BUY,20902.346,20916.959,20906.04
512,153.86476135253906,1,BUY,20918.432,20933.037,20922.12
513,154.46339416503906,1,BUY,20917.205,20931.814,20920.902
514,154.472900390625,1,BUY,20911.715,20926.328,20915.41
515,154.11172485351562,1,BUY,20914.344,20928.955,20918.04
516,155.16650390625,1,BUY,20916.617,20931.229,20920.312
517,156.3068389892578,1,BUY,20896.465,20911.074,20900.158
518,155.8602752685547,1,BUY,20899.434,20914.043,20903.125
519,157.54217529296875,1,BUY,20896.504,20911.117,20900.197
520,157.57073974609375,1,BUY,20885.47,20900.078,20889.168
521,158.06483459472656,1,BUY,20904.82,20919.43,20908.518
522,159.7562255859375,1,BUY,20910.494,20925.11,20914.19
523,161.0771026611328,1,BUY,20912.379,20926.992,20916.078
524,160.0317840576172,1,BUY,20924.805,20939.414,20928.5
525,159.97488403320312,1,BUY,20950.0,20964.613,20953.695
526,162.4264678955078,1,BUY,20954.016,20968.63,20957.713
527,161.63778686523438,1,BUY,20961.182,20975.797,20964.877
528,160.30743408203125,1,BUY,20957.152,20971.764,20960.846
529,160.97254943847656,1,BUY,20947.328,20961.94,20951.021
530,159.60421752929688,1,BUY,20937.848,20952.46,20941.543
531,156.42088317871094,1,BUY,20926.045,20940.656,20929.74
532,150.2537078857422,1,BUY,20922.281,20936.89,20925.977
533,154.23532104492188,1,BUY,20919.154,20933.764,20922.846
534,152.23980712890625,1,BUY,20915.73,20930.348,20919.426
535,145.8161163330078,1,BUY,20915.605,20930.219,20919.299
536,148.33424377441406,1,BUY,20930.814,20945.424,20934.508
537,150.96644592285156,1,BUY,20936.066,20950.68,20939.758
538,151.74566650390625,1,BUY,20923.438,20938.057,20927.137
539,154.5869140625,1,BUY,20920.986,20935.596,20924.678
540,157.45668029785156,1,BUY,20914.758,20929.363,20918.451
541,156.75347900390625,1,BUY,20914.355,20928.965,20918.049
542,157.06707763671875,1,BUY,20917.852,20932.463,20921.543
543,156.62042236328125,1,BUY,20914.926,20929.537,20918.621
544,156.6014404296875,1,BUY,20916.178,20930.787,20919.873
545,159.8037872314453,1,BUY,20911.426,20926.04,20915.121
546,161.92282104492188,1,BUY,20910.488,20925.098,20914.178
547,159.91778564453125,1,BUY,20902.854,20917.469,20906.549
548,158.89157104492188,1,BUY,20896.502,20911.117,20900.201
549,156.29734802246094,1,BUY,20895.387,20909.994,20899.082
550,157.73226928710938,1,BUY,20900.803,20915.418,20904.5
551,159.48069763183594,1,BUY,20903.875,20918.482,20907.572
552,160.1553955078125,1,BUY,21138.246,21239.33,21172.879
553,160.52598571777344,1,BUY,20845.055,20859.668,20848.754
554,161.4097137451172,1,BUY,20840.457,20855.068,20844.148
555,164.54554748535156,1,BUY,21020.375,21053.541,21023.596
556,165.41973876953125,1,BUY,20884.342,20898.955,20888.037
557,163.16769409179688,1,BUY,20840.602,20855.21,20844.295
558,163.1391143798828,1,BUY,20802.541,20817.152,20806.238
559,162.9966278076172,1,BUY,20799.047,20813.656,20802.74
560,162.51197814941406,0,HOLD,20866.64,20834.52,20857.354
561,159.04461669921875,0,HOLD,20824.096,20784.621,20795.568
562,159.56809997558594,0,HOLD,21035.678,20946.115,21017.195
563,158.87332153320312,0,HOLD,21032.162,20921.191,20994.242
564,154.951904296875,0,HOLD,20907.922,20848.29,20873.64
565,150.8687286376953,0,HOLD,20962.09,20871.91,20917.197
566,156.47476196289062,0,HOLD,21029.256,20966.262,21017.453
567,151.4112548828125,0,HOLD,20923.729,20882.865,20883.082
568,149.66946411132812,1,BUY,20817.668,20832.28,20821.365
569,152.41065979003906,1,BUY,20830.809,20845.422,20834.504
570,148.01336669921875,1,BUY,20856.105,20870.719,20859.8
571,149.678955078125,1,BUY,20857.662,20872.27,20861.355
572,152.03944396972656,1,BUY,20866.623,20881.236,20870.316
573,152.90550231933594,1,BUY,20854.496,20869.11,20858.191
574,149.07933044433594,0,HOLD,20877.656,20845.908,20849.137
575,150.12631225585938,0,HOLD,20932.316,20876.744,20903.793
576,153.43853759765625,0,HOLD,20951.977,20896.404,20923.451
577,152.5533447265625,1,BUY,20827.25,20841.861,20830.941
578,154.39036560058594,1,BUY,20845.605,20860.217,20849.3
579,153.59080505371094,1,BUY,20842.145,20856.754,20845.838
580,154.7615966796875,1,BUY,20840.305,20854.912,20843.998
581,158.09286499023438,1,BUY,20841.268,20855.883,20844.963
582,158.4164581298828,1,BUY,20846.395,20861.012,20850.092
583,156.96018981933594,1,BUY,20860.896,20875.508,20864.592
584,154.4759979248047,1,BUY,20864.299,20878.914,20867.992
585,154.08578491210938,1,BUY,21021.848,21055.01,21025.064
586,150.8211669921875,1,BUY,20854.453,20869.066,20858.146
587,151.00193786621094,1,BUY,20997.82,21030.982,21001.04
588,154.18093872070312,1,BUY,21109.334,21142.498,21112.555
589,154.27613830566406,1,BUY,20885.328,20915.258,20889.023
590,153.1815643310547,1,BUY,21147.22,21180.387,21150.44
591,154.93283081054688,1,BUY,21102.182,21135.348,21105.402
592,154.01918029785156,1,BUY,20891.646,20924.809,20894.861
593,154.00010681152344,1,BUY,20905.658,20920.27,20909.352
594,156.9220733642578,1,BUY,20997.414,21030.582,21000.633
595,158.22605895996094,1,BUY,20925.014,20958.182,20928.234
596,158.0642852783203,1,BUY,20906.113,20920.725,20909.807
597,159.78709411621094,1,BUY,20920.695,20935.307,20924.387
598,161.44309997558594,1,BUY,20916.016,20930.629,20919.713
599,161.2908477783203,1,BUY,20952.875,20967.484,20956.57
600,161.56690979003906,1,BUY,20956.416,20971.025,20960.107
601,159.77749633789062,1,BUY,20959.395,20974.008,20963.092
602,160.83399963378906,1,BUY,20939.754,20954.361,20943.45
603,160.21534729003906,1,BUY,20940.62,20955.23,20944.314
604,159.38729858398438,1,BUY,20924.309,20938.922,20928.006
605,160.28192138671875,1,BUY,20934.957,20949.574,20938.656
606,160.0725555419922,1,BUY,20931.29,20964.453,20934.508
607,161.42410278320312,1,BUY,20933.148,20966.309,20936.367
608,161.37652587890625,1,BUY,20918.527,20933.14,20922.22
609,161.53831481933594,1,BUY,20907.256,20921.867,20910.951
610,160.82447814941406,1,BUY,20922.045,20936.654,20925.738
611,161.9761505126953,1,BUY,20920.012,20934.629,20923.713
612,161.87147521972656,1,BUY,20921.531,20936.143,20925.227
613,164.41275024414062,1,BUY,20934.143,20960.805,20937.842
614,165.8975372314453,1,BUY,20951.436,20966.045,20955.133
615,166.41151428222656,1,BUY,20969.453,20984.064,20973.148
616,167.38235473632812,1,BUY,20964.137,20978.752,20967.836
617,166.02130126953125,1,BUY,20970.629,20985.24,20974.32
618,166.03077697753906,1,BUY,20980.121,20994.736,20983.814
619,166.47811889648438,1,BUY,20990.027,21004.637,20993.723
620,167.3538055419922,1,BUY,20983.887,20998.496,20987.578
621,167.3442840576172,1,BUY,20980.54,20995.152,20984.236
622,169.03843688964844,1,BUY,20979.725,20994.336,20983.418
623,168.44833374023438,1,BUY,20970.668,20985.275,20974.36
624,168.3509979248047,1,BUY,20982.379,20996.992,20986.074
625,167.87413024902344,1,BUY,20976.215,20990.828,20979.91
626,169.06637573242188,1,BUY,20973.572,20988.184,20977.27
627,167.5975341796875,1,BUY,20973.346,20987.96,20977.043
628,167.22552490234375,1,BUY,20961.309,20975.92,20965.002
629,163.45787048339844,1,BUY,20955.156,20969.768,20958.852
630,164.12557983398438,1,BUY,20958.812,20973.428,20962.51
631,161.8936004638672,1,BUY,20955.312,20969.924,20959.008
632,163.28616333007812,1,BUY,20964.375,20978.986,20968.07
633,163.7249298095703,1,BUY,20975.217,20989.82,20978.908
634,164.82188415527344,1,BUY,20974.238,20988.85,20977.93
635,162.91421508789062,1,BUY,20975.566,20990.178,20979.262
636,164.93630981445312,1,BUY,20972.945,20987.557,20976.639
637,167.50216674804688,1,BUY,20978.008,20992.617,20981.7
638,169.00917053222656,1,BUY,20976.957,20991.57,20980.652
639,169.13319396972656,1,BUY,20977.7,20992.312,20981.395
640,168.2747344970703,1,BUY,20963.412,20978.025,20967.107
641,171.17437744140625,1,BUY,20964.309,20978.924,20968.004
642,171.31748962402344,1,BUY,20949.498,20964.111,20953.191
643,170.90728759765625,1,BUY,20949.805,20964.416,20953.498
644,171.9469757080078,1,BUY,20947.613,20962.223,20951.305
645,171.62265014648438,1,BUY,20947.062,20961.672,20950.754
646,170.76422119140625,1,BUY,20965.84,20980.453,20969.54
647,170.72610473632812,1,BUY,20967.922,20982.537,20971.615
648,171.26974487304688,1,BUY,20981.574,20996.186,20985.27
649,171.97557067871094,1,BUY,20989.115,21007.578,20992.81
650,174.3792266845703,1,BUY,20998.848,21013.463,21002.547
651,171.7371368408203,1,BUY,21064.697,21097.861,21067.914
652,169.4193115234375,1,BUY,20995.902,21010.514,20999.598
653,167.02523803710938,1,BUY,20985.102,20999.713,20988.793
654,168.30335998535156,1,BUY,20972.848,20987.459,20976.545
655,168.94241333007812,1,BUY,21003.74,21036.906,21006.959
656,171.24114990234375,1,BUY,20964.36,20997.525,20967.58
657,171.76577758789062,1,BUY,20951.66,20966.271,20955.354
658,172.7768096923828,1,BUY,20953.316,20967.926,20957.008
659,173.40634155273438,1,BUY,20944.826,20959.436,20948.521
660,173.6162109375,1,BUY,20947.654,20962.266,20951.348
661,173.51126098632812,1,BUY,20943.914,20958.523,20947.61
662,172.18545532226562,1,BUY,20940.129,20954.74,20943.826
663,171.99465942382812,1,BUY,20953.414,20968.027,20957.111
664,173.072509765625,1,BUY,20961.584,20976.191,20965.277
665,170.9550018310547,1,BUY,20971.164,20985.777,20974.855
666,171.5177764892578,1,BUY,20970.934,20985.549,20974.63
667,171.55592346191406,1,BUY,20979.676,20994.29,20983.371
668,171.4032745361328,1,BUY,20973.188,20987.799,20976.885
669,172.03282165527344,1,BUY,20986.33,21000.943,20990.023
670,172.7004852294922,1,BUY,20969.324,20983.938,20973.02
671,172.4524688720703,1,BUY,20984.756,20999.37,20988.451
672,174.05491638183594,1,BUY,20985.844,21000.453,20989.535
673,175.8291015625,1,BUY,21074.295,21107.463,21077.516
674,176.086669921875,1,BUY,21044.002,21077.166,21047.219
675,178.11827087402344,1,BUY,21008.37,21033.664,21012.07
676,177.8035125732422,1,BUY,21004.812,21019.426,21008.508
677,178.0324249267578,1,BUY,21004.871,21019.48,21008.562
678,177.26937866210938,1,BUY,20999.988,21014.6,21003.686
679,174.98019409179688,1,BUY,20995.232,21009.848,20998.926
680,173.41587829589844,1,BUY,21005.217,21019.828,21008.914
681,172.7482147216797,1,BUY,21005.404,21020.014,21009.098
682,173.330078125,1,BUY,21018.777,21033.389,21022.473
683,174.6653594970703,1,BUY,21027.607,21042.219,21031.305
684,174.15037536621094,1,BUY,21024.93,21039.543,21028.625
685,176.0102996826172,1,BUY,21030.12,21044.73,21033.814
686,175.49526977539062,1,BUY,21044.633,21059.246,21048.332
687,172.9675750732422,1,BUY,21045.607,21060.223,21049.3
688,174.39834594726562,1,BUY,21037.137,21051.748,21040.836
689,174.26475524902344,1,BUY,21026.893,21041.508,21030.59
690,176.19154357910156,1,BUY,21008.633,21023.246,21012.324
691,175.22821044921875,1,BUY,21014.193,21028.805,21017.89
692,175.7155303955078,1,BUY,21005.244,21019.854,21008.94
693,175.9543914794922,1,BUY,20998.504,21013.117,21002.2
694,176.07859802246094,1,BUY,20992.03,21006.64,20995.72
695,177.5692596435547,1,BUY,20977.057,20991.668,20980.752
696,177.531005859375,1,BUY,20973.953,20988.56,20977.648
697,177.89410400390625,1,BUY,20981.605,20996.213,20985.299
698,177.4927978515625,1,BUY,20989.322,21003.934,20993.021
699,177.68392944335938,1,BUY,21012.3,21026.916,21015.996
700,174.27261352539062,1,BUY,21029.879,21044.49,21033.576
701,172.1417236328125,1,BUY,21030.75,21045.363,21034.443
702,171.09066772460938,1,BUY,21027.037,21041.652,21030.738
703,171.64483642578125,1,BUY,21016.957,21031.574,21020.656
704,164.0959930419922,1,BUY,20998.363,21012.969,21002.057
705,162.0607147216797,1,BUY,20995.912,21010.521,20999.604
706,166.57093811035156,1,BUY,20980.816,20995.424,20984.51
707,164.5546875,1,BUY,21157.896,21191.064,21161.113
708,169.34205627441406,1,BUY,21157.44,21190.605,21160.658
709,169.40892028808594,1,BUY,21181.807,21214.969,21185.025
710,165.4815673828125,1,BUY,21039.441,21072.61,21042.664
711,165.32867431640625,1,BUY,21018.014,21032.627,21021.707
712,166.17913818359375,1,BUY,21026.215,21040.826,21029.91
713,165.56759643554688,1,BUY,21029.55,21044.162,21033.248
714,157.99009704589844,1,BUY,21030.215,21044.824,21033.912
715,163.45582580566406,1,BUY,21036.393,21051.006,21040.088
716,159.2514190673828,1,BUY,21048.125,21062.734,21051.82
717,155.97389221191406,1,BUY,21054.803,21069.414,21058.5
718,158.54429626464844,1,BUY,21069.602,21084.21,21073.297
719,162.2709197998047,1,BUY,21073.215,21087.826,21076.906
720,164.411376953125,1,BUY,21115.535,21148.7,21118.754
721,161.8505096435547,1,BUY,21252.602,21285.77,21255.818
722,161.44918823242188,1,BUY,21340.908,21374.072,21344.127
723,162.67230224609375,1,BUY,21272.7,21305.867,21275.924
724,167.77487182617188,1,BUY,21711.371,21808.082,21741.145
725,166.70468139648438,1,BUY,21828.14,21924.854,21857.914
726,163.8953857421875,1,BUY,21463.191,21496.355,21466.414
727,158.93612670898438,1,BUY,21497.625,21530.79,21500.842
728,159.0698699951172,1,BUY,21228.84,21262.002,21232.055
729,157.85633850097656,1,BUY,21164.398,21197.562,21167.617
730,160.61782836914062,1,BUY,21460.574,21493.742,21463.795
731,160.05409240722656,1,BUY,21493.707,21526.875,21496.928
732,154.85586547851562,1,BUY,21430.475,21463.637,21433.693
733,152.0847930908203,1,BUY,21424.94,21458.11,21428.158
734,153.24102783203125,1,BUY,21607.734,21640.898,21610.951
735,152.13262939453125,1,BUY,21205.338,21238.504,21208.557
736,155.6490020751953,1,BUY,21228.076,21261.248,21231.299
737,156.17454528808594,1,BUY,21415.316,21448.484,21418.54
738,161.20071411132812,1,BUY,21120.934,21154.096,21124.152
739,160.6751708984375,1,BUY,21030.164,21044.775,21033.86
740,161.84095764160156,1,BUY,21043.988,21058.598,21047.682
741,164.6693572998047,1,BUY,21038.395,21053.008,21042.09
742,158.3531951904297,1,BUY,21219.26,21252.424,21222.477
743,159.47119140625,1,BUY,21167.084,21200.25,21170.303
744,154.2061309814453,1,BUY,21020.824,21035.438,21024.518
745,155.8209991455078,1,BUY,21044.473,21059.09,21048.172
746,156.3369903564453,1,BUY,21040.697,21055.309,21044.39
747,157.71298217773438,1,BUY,21200.81,21233.97,21204.023
748,157.76080322265625,1,BUY,21169.322,21202.49,21172.543
749,153.91944885253906,1,BUY,21329.184,21362.348,21332.402
750,150.4317169189453,1,BUY,21025.918,21059.084,21029.14
751,151.3777313232422,1,BUY,21019.137,21033.75,21022.832
752,147.66064453125,1,BUY,21238.195,21271.36,21241.418
753,145.5201873779297,1,BUY,21429.004,21462.172,21432.227
754,141.01004028320312,1,BUY,21399.605,21432.773,21402.826
755,137.5132598876953,1,BUY,21562.617,21595.785,21565.84
756,146.09945678710938,1,BUY,21289.732,21322.9,21292.955
757,146.66482543945312,1,BUY,21127.754,21160.918,21130.973
758,146.58819580078125,1,BUY,21024.494,21039.11,21028.188
759,147.82431030273438,1,BUY,21005.395,21020.0,21009.086
760,148.41848754882812,1,BUY,21024.86,21058.025,21028.078
761,143.56961059570312,1,BUY,21027.812,21042.424,21031.508
762,149.71214294433594,1,BUY,21071.645,21104.81,21074.865
763,151.49461364746094,1,BUY,21047.898,21062.512,21051.596
764,152.8649139404297,1,BUY,21173.277,21206.441,21176.496
765,154.11065673828125,1,BUY,21087.248,21120.414,21090.465
766,154.551513671875,1,BUY,20990.0,21004.61,20993.697
767,153.9861297607422,1,BUY,20966.01,20980.623,20969.707
768,152.62535095214844,1,BUY,20937.965,20952.578,20941.66
769,155.6055908203125,1,BUY,20906.254,20920.863,20909.953
770,155.57687377929688,1,BUY,21163.232,21196.398,21166.451
771,156.80345153808594,1,BUY,21112.082,21145.248,21115.305
772,158.3558807373047,1,BUY,21386.566,21419.73,21389.785
773,155.18399047851562,1,BUY,21389.479,21422.643,21392.697
774,155.38516235351562,1,BUY,21533.47,21630.186,21563.246
775,156.39137268066406,1,BUY,21784.74,21881.46,21814.516
776,158.26004028320312,1,BUY,20932.145,20965.312,20935.367
777,156.30516052246094,1,BUY,20847.371,20880.54,20850.59
778,154.82940673828125,1,BUY,20851.178,20865.79,20854.875
779,158.76792907714844,1,BUY,20855.309,20869.92,20859.004
780,161.1444549560547,1,BUY,20866.8,20881.414,20870.492
781,160.464111328125,1,BUY,21074.262,21107.428,21077.482
782,162.45729064941406,1,BUY,20863.383,20877.994,20867.078
783,163.8947296142578,1,BUY,20851.113,20865.723,20854.81
784,163.40602111816406,1,BUY,20881.982,20896.594,20885.676
785,161.2115020751953,1,BUY,20827.523,20842.135,20831.217
786,161.52780151367188,1,BUY,20818.24,20832.85,20821.936
787,161.3744354248047,1,BUY,20798.752,20813.361,20802.443
788,163.76058959960938,0,HOLD,20813.084,20798.213,20812.768
789,163.87557983398438,0,HOLD,20804.762,20792.105,20804.451
790,164.07681274414062,1,BUY,20792.299,20806.91,20795.994
791,164.76678466796875,0,HOLD,20815.223,20800.35,20814.904
792,165.09262084960938,0,HOLD,20808.303,20796.027,20807.988
793,165.0638885498047,0,HOLD,20825.252,20810.379,20824.934
794,164.46009826660156,0,HOLD,20842.277,20827.404,20841.963
795,165.67715454101562,0,HOLD,20838.963,20824.09,20838.646
796,166.2808837890625,0,HOLD,20839.562,20824.69,20839.246
797,166.45333862304688,0,HOLD,20847.5,20832.627,20847.186
798,166.34788513183594,0,HOLD,20872.18,20857.305,20871.861
799,165.96458435058594,0,HOLD,20820.393,20805.523,20820.078
800,167.1145477294922,0,HOLD,20812.482,20797.61,20812.168
801,167.14329528808594,1,BUY,20789.809,20804.422,20793.504
802,167.2678985595703,1,BUY,20789.217,20801.172,20790.258
803,166.31919860839844,0,HOLD,20794.984,20787.605,20794.666
804,164.27804565429688,0,HOLD,20796.223,20793.6,20795.906
805,164.02890014648438,0,HOLD,20807.809,20793.867,20807.496
806,167.4403533935547,1,BUY,20795.408,20810.02,20799.102
807,168.3603515625,1,BUY,20805.969,20820.582,20809.668
808,169.62518310546875,1,BUY,20813.76,20828.371,20817.457
809,169.33773803710938,1,BUY,20810.11,20824.72,20813.805
810,170.90931701660156,1,BUY,20801.855,20816.47,20805.553
811,171.31642150878906,1,BUY,20795.766,20805.977,20795.451
812,171.89239501953125,1,BUY,20798.441,20802.133,20798.125
813,172.57403564453125,1,BUY,20807.314,20821.926,20811.012
814,175.27169799804688,1,BUY,20810.691,20825.299,20814.383
815,171.42201232910156,1,BUY,20819.012,20833.625,20822.707
816,171.09556579589844,1,BUY,20823.174,20837.785,20826.867
817,171.89239501953125,1,BUY,20824.758,20839.37,20828.453
818,170.7884063720703,1,BUY,20836.686,20851.293,20840.375
819,171.1820068359375,1,BUY,20842.266,20856.88,20845.965
820,172.4780731201172,1,BUY,20847.682,20862.293,20851.375
821,174.7628936767578,1,BUY,20857.826,20872.438,20861.52
822,175.4253387451172,1,BUY,20850.775,20865.387,20854.469
823,176.4333038330078,1,BUY,20856.969,20871.582,20860.668
824,176.36610412597656,1,BUY,20869.979,20884.588,20873.676
825,177.2781524658203,1,BUY,20897.996,20912.607,20901.691
826,177.72935485839844,1,BUY,20896.338,20910.951,20900.035
827,177.1053466796875,1,BUY,20893.12,20907.727,20896.812
828,178.05577087402344,1,BUY,20885.287,20899.896,20888.98
829,177.63331604003906,1,BUY,20876.559,20891.17,20880.252
830,178.40135192871094,1,BUY,20871.562,20886.174,20875.258
831,178.43017578125,1,BUY,20859.197,20873.809,20862.895
832,179.04458618164062,1,BUY,20864.363,20878.973,20868.053
833,179.6685791015625,1,BUY,20872.248,20886.86,20875.943
834,179.8990020751953,1,BUY,20869.732,20884.346,20873.426
835,180.4078063964844,1,BUY,20867.096,20881.709,20870.793
836,182.7022705078125,1,BUY,20867.303,20881.922,20871.0
837,182.1262969970703,1,BUY,20863.492,20878.105,20867.193
838,182.8654937744141,1,BUY,20870.592,20885.205,20874.283
839,183.02867126464844,1,BUY,20878.332,20892.943,20882.027
840,183.38389587402344,1,BUY,20861.252,20875.867,20864.95
841,181.96304321289065,1,BUY,20843.297,20857.912,20846.988
842,181.37742614746097,1,BUY,20821.393,20836.004,20825.082
843,180.5901641845703,1,BUY,20809.758,20824.371,20813.451
844,183.47032165527344,1,BUY,20812.5,20827.117,20816.2
845,182.3470458984375,1,BUY,20816.986,20817.693,20816.676
846,178.7949676513672,0,HOLD,20837.14,20822.27,20836.828
847,178.34375,0,HOLD,20839.344,20824.473,20839.027
848,177.38372802734375,0,HOLD,20843.443,20828.566,20843.125
849,177.60452270507812,0,HOLD,20849.504,20834.629,20849.184
850,171.44119262695312,1,BUY,20827.355,20840.398,20829.482
851,173.32281494140625,1,BUY,20835.299,20849.91,20838.992
852,175.7708740234375,1,BUY,20830.24,20844.229,20833.312
853,177.53736877441406,1,BUY,20828.984,20843.598,20832.676
854,175.722900390625,1,BUY,20820.902,20835.516,20824.594
855,172.75643920898438,1,BUY,20827.31,20841.918,20831.004
856,174.56126403808594,1,BUY,20829.615,20844.22,20833.309
857,173.7836456298828,1,BUY,20828.29,20842.9,20831.982
858,171.12437438964844,1,BUY,20842.783,20857.396,20846.48
859,171.0380096435547,1,BUY,20849.516,20864.125,20853.209
860,170.3948211669922,1,BUY,20858.17,20872.781,20861.863
861,168.99313354492188,1,BUY,20866.18,20880.787,20869.875
862,169.7034912109375,1,BUY,20873.732,20888.344,20877.426
863,166.99627685546875,1,BUY,20884.895,20903.547,20888.594
864,163.31939697265625,1,BUY,20881.432,20896.041,20885.127
865,167.9179229736328,1,BUY,20871.82,20886.432,20875.514
866,169.1659393310547,1,BUY,20869.217,20908.258,20873.695
867,170.50999450683594,1,BUY,20861.059,20875.672,20864.754
868,173.80287170410156,1,BUY,20852.746,20867.361,20856.443
869,175.82847595214844,1,BUY,20867.646,20882.25,20871.34
870,176.06849670410156,1,BUY,21266.598,21367.678,21301.229
871,175.05087280273438,1,BUY,21005.879,21039.043,21009.098
872,176.08775329589844,1,BUY,20842.662,20875.826,20845.883
873,175.3389129638672,1,BUY,20821.895,20836.504,20825.59
874,176.39492797851562,1,BUY,20830.945,20864.111,20834.16
875,178.95822143554688,1,BUY,20976.6,21009.762,20979.816
876,179.63018798828125,1,BUY,20961.156,20994.318,20964.375
877,181.30062866210935,1,BUY,20983.992,21017.16,20987.207
878,181.0318298339844,1,BUY,21169.5,21202.664,21172.72
879,181.03761291503903,1,BUY,21057.396,21090.559,21060.613
880,177.92984008789062,1,BUY,21025.219,21058.383,21028.443
881,178.75729370117188,1,BUY,21055.887,21089.05,21059.105
882,179.4404754638672,1,BUY,20944.498,20977.664,20947.717
883,179.6713409423828,1,BUY,21087.486,21120.645,21090.701
884,182.095947265625,1,BUY,21235.557,21268.72,21238.777
885,182.81756591796875,1,BUY,21005.086,21038.248,21008.305
886,184.19346618652344,1,BUY,20891.07,20905.678,20894.764
887,183.8182373046875,1,BUY,20877.662,20892.273,20881.357
888,182.52894592285156,1,BUY,20852.654,20867.27,20856.352
889,183.44302368164065,1,BUY,20842.578,20857.193,20846.277
890,185.2710876464844,1,BUY,20853.271,20867.88,20856.967
