step,price,action,action_name,q_hold,q_buy,q_sell
891,185.1363525390625,1,BUY,20833.705,20848.316,20837.4
892,186.2042999267578,1,BUY,20831.922,20846.531,20835.615
893,186.8008575439453,1,BUY,20833.273,20847.887,20836.973
894,185.83871459960935,1,BUY,20817.281,20831.893,20820.975
895,184.92466735839844,1,BUY,20811.041,20825.652,20814.734
896,185.1363525390625,1,BUY,20787.252,20797.822,20786.938
897,183.7797393798828,0,HOLD,20850.146,20835.277,20849.834
898,185.24220275878903,0,HOLD,20897.25,20882.377,20896.934
899,186.4545135498047,0,HOLD,20936.781,20921.91,20936.463
900,187.7630615234375,0,HOLD,21003.953,20989.086,21003.637
901,185.98304748535156,2,SELL,21012.941,21000.627,21015.186
902,187.897705078125,2,SELL,20986.39,21004.17,21007.834
903,187.2530975341797,2,SELL,21014.732,21025.254,21028.445
904,186.4448699951172,2,SELL,21033.684,21024.812,21039.371
905,183.8663024902344,2,SELL,21067.402,21056.908,21074.555
906,182.9522705078125,2,SELL,21096.15,21086.414,21104.055
907,180.25827026367188,0,HOLD,21250.64,21156.475,21246.623
908,173.8888397216797,0,HOLD,21364.395,21246.064,21362.285
909,176.3230743408203,0,HOLD,21304.002,21187.799,21287.023
910,177.27565002441406,2,SELL,21140.006,21111.97,21146.738
911,181.1338348388672,2,SELL,21094.531,21081.492,21099.133
912,179.4308319091797,2,SELL,21086.719,21073.676,21091.324
913,177.37181091308594,2,SELL,21096.889,21083.846,21101.49
914,181.2588653564453,2,SELL,21119.482,21106.441,21124.084
915,175.84197998046875,2,SELL,21138.812,21125.764,21143.41
916,175.6399688720703,2,SELL,21122.451,21109.408,21127.055
917,178.45907592773438,2,SELL,21124.17,21111.129,21128.771
918,181.2974090576172,2,SELL,21063.473,21050.428,21068.068
919,179.8926544189453,2,SELL,21025.408,21012.367,21030.01
920,181.48980712890625,2,SELL,21006.379,20993.334,21010.982
921,180.9029235839844,2,SELL,21062.75,21049.703,21067.348
922,175.17811584472656,2,SELL,21038.885,21025.844,21043.488
923,177.82400512695312,2,SELL,21038.94,21025.896,21043.541
924,177.44879150390625,2,SELL,21054.852,21041.812,21059.455
925,178.08380126953125,2,SELL,21075.293,21062.248,21079.895
926,180.8066864013672,2,SELL,21059.637,21046.596,21064.242
927,180.373779296875,2,SELL,21060.168,21047.123,21064.77
928,178.6226348876953,1,BUY,21319.04,21375.203,21350.05
929,181.201171875,2,SELL,21103.766,21096.385,21108.22
930,184.52061462402344,2,SELL,21091.736,21078.695,21096.344
931,184.33775329589844,2,SELL,21018.2,21005.158,21022.803
932,183.95291137695312,2,SELL,21059.508,21046.465,21064.111
933,183.42372131347656,2,SELL,21117.416,21104.373,21122.018
934,185.14596557617188,2,SELL,21062.996,21061.688,21075.844
935,185.9156494140625,2,SELL,21195.852,21191.643,21203.48
936,185.25180053710935,2,SELL,21178.121,21183.643,21190.885
937,184.4243621826172,2,SELL,21119.809,21106.771,21124.414
938,185.3095245361328,2,SELL,21089.652,21086.992,21097.943
939,185.2326202392578,0,HOLD,21216.742,21140.957,21214.336
940,185.5404357910156,0,HOLD,21301.941,21259.584,21298.186
941,183.5776824951172,2,SELL,21420.033,21378.887,21426.695
942,183.6586456298828,2,SELL,21808.648,21726.47,21815.309
943,181.2195281982422,2,SELL,21674.553,21636.877,21691.89
944,183.25375366210935,2,SELL,21593.334,21528.975,21599.994
945,182.57888793945312,0,HOLD,21607.064,21542.635,21597.754
946,180.313232421875,2,SELL,21615.842,21564.615,21640.656
947,182.0293426513672,1,BUY,21707.424,21763.066,21749.094
948,180.54464721679688,0,HOLD,21835.844,21759.223,21831.77
949,177.4403076171875,2,SELL,21931.21,21933.635,21953.453
950,179.3877716064453,2,SELL,21821.39,21861.355,21863.059
951,182.0293426513672,2,SELL,21831.19,21778.02,21848.697
952,181.47982788085935,2,SELL,21953.895,21953.451,21973.78
953,178.76109313964844,1,BUY,22018.086,22034.16,22019.963
954,180.50613403320312,1,BUY,21916.432,21966.123,21957.215
955,181.9040069580078,1,BUY,21897.607,21953.674,21936.5
956,184.24676513671875,2,SELL,22068.055,22043.66,22077.113
957,184.22747802734375,1,BUY,22089.238,22107.123,22092.928
958,186.57020568847656,2,SELL,22120.57,22090.285,22129.21
959,186.107421875,0,HOLD,22091.434,22088.734,22088.312
960,186.59913635253903,2,SELL,22027.824,22006.383,22038.46
961,184.8059539794922,1,BUY,22083.877,22099.418,22085.223
962,186.44483947753903,2,SELL,22123.764,22087.102,22141.102
963,184.96017456054688,2,SELL,22167.92,22112.283,22183.309
964,185.31690979003903,2,SELL,21939.924,21889.14,21957.264
965,187.1197204589844,2,SELL,21932.582,21869.52,21940.54
966,188.61407470703125,2,SELL,21950.504,21876.062,21957.162
967,190.47474670410156,2,SELL,21769.184,21692.855,21775.844
968,188.9996795654297,2,SELL,21760.031,21672.97,21763.213
969,189.91558837890625,0,HOLD,21868.97,21777.627,21867.871
970,190.0023498535156,2,SELL,21778.791,21711.805,21785.453
971,191.72808837890625,2,SELL,21533.734,21481.496,21551.074
972,192.91387939453125,2,SELL,21519.064,21449.982,21525.723
973,193.0199432373047,2,SELL,21730.768,21666.406,21737.426
974,192.5861053466797,2,SELL,21685.145,21644.234,21702.482
975,193.23207092285156,0,HOLD,21633.416,21568.93,21622.623
976,194.0033264160156,2,SELL,21505.902,21452.018,21531.496
977,193.74301147460935,0,HOLD,21481.09,21420.553,21474.479
978,194.3022003173828,0,HOLD,21468.016,21381.215,21464.25
979,194.3503875732422,0,HOLD,21587.28,21502.836,21585.871
980,194.1960906982422,2,SELL,21630.777,21556.66,21636.91
981,195.6230010986328,0,HOLD,21626.26,21547.668,21622.496
982,195.7772674560547,0,HOLD,21645.598,21556.703,21644.219
983,196.0664520263672,2,SELL,21701.84,21670.365,21719.178
984,194.8902282714844,2,SELL,21635.055,21586.746,21652.39
985,194.4564666748047,0,HOLD,21561.79,21507.38,21555.889
986,194.58175659179688,0,HOLD,21559.05,21503.684,21552.191
987,196.88595581054688,0,HOLD,21600.895,21516.27,21599.3
988,197.26193237304688,2,SELL,21594.242,21549.957,21598.465
989,198.64056396484375,2,SELL,21499.652,21430.838,21506.312
990,197.73435974121097,2,SELL,21542.0,21471.61,21548.66
991,195.7097625732422,2,SELL,21445.758,21382.734,21453.508
992,194.1768493652344,2,SELL,21428.893,21367.646,21437.18
993,195.16021728515625,2,SELL,21496.26,21422.883,21502.922
994,195.5458526611328,2,SELL,21594.404,21516.186,21601.062
995,197.6379241943359,2,SELL,21589.738,21502.4,21592.646
996,196.74131774902344,2,SELL,21564.883,21495.494,21571.541
997,196.5774383544922,2,SELL,21611.092,21522.145,21612.389
998,197.61862182617188,2,SELL,21662.105,21588.223,21668.768
999,199.09371948242188,2,SELL,21635.3,21548.578,21638.82
1000,199.7492523193359,2,SELL,21656.666,21577.816,21663.324
1001,201.75457763671875,2,SELL,21599.385,21524.902,21606.041
1002,201.8702850341797,2,SELL,21649.236,21578.664,21655.896
1003,202.02447509765625,2,SELL,21665.27,21576.64,21666.887
1004,203.2875213623047,0,HOLD,21771.84,21679.139,21769.379
1005,204.1069793701172,0,HOLD,21783.854,21691.152,21781.398
1006,204.6460876464844,0,HOLD,21665.258,21572.559,21662.797
1007,204.7523498535156,0,HOLD,21625.037,21532.332,21622.578
1008,206.55911254882812,0,HOLD,21587.277,21516.982,21584.816
1009,206.38522338867188,0,HOLD,21638.207,21545.627,21635.752
1010,205.0325164794922,0,HOLD,21720.52,21627.816,21718.059
1011,205.41900634765625,0,HOLD,21765.8,21673.09,21763.34
1012,208.84893798828125,0,HOLD,21703.244,21610.855,21700.787
1013,206.93592834472656,2,SELL,21551.88,21460.36,21555.592
1014,208.2692413330078,0,HOLD,21434.613,21341.41,21431.494
1015,208.2402801513672,0,HOLD,21347.838,21255.424,21345.453
1016,209.80545043945312,0,HOLD,21533.934,21415.219,21531.523
1017,211.58322143554688,0,HOLD,21648.363,21561.328,21645.906
1018,211.0421905517578,0,HOLD,21703.691,21610.984,21701.23
1019,213.47694396972656,0,HOLD,21618.25,21525.549,21615.793
1020,212.6363525390625,0,HOLD,21582.795,21496.055,21580.332
1021,212.72332763671875,0,HOLD,21644.094,21551.393,21641.639
1022,214.76193237304688,2,SELL,21731.645,21652.527,21738.305
1023,215.8247528076172,2,SELL,21765.441,21698.824,21772.102
1024,215.7281494140625,2,SELL,21798.691,21747.912,21816.031
1025,216.29818725585935,2,SELL,21870.55,21806.191,21877.21
1026,216.99386596679688,2,SELL,21916.688,21833.53,21923.35
1027,215.1677398681641,0,HOLD,21957.47,21864.77,21955.012
1028,210.72329711914065,0,HOLD,21833.133,21740.428,21830.674
1029,213.9600372314453,0,HOLD,21772.684,21679.984,21770.227
1030,214.307861328125,0,HOLD,21727.217,21634.516,21724.758
1031,215.0711212158203,0,HOLD,21595.658,21509.742,21593.203
1032,211.6605224609375,0,HOLD,21433.586,21314.957,21430.861
1033,214.85861206054688,0,HOLD,21551.014,21467.37,21548.938
1034,219.7764434814453,0,HOLD,21586.379,21520.92,21583.945
1035,220.50099182128903,0,HOLD,21719.799,21627.1,21717.344
1036,222.40443420410156,0,HOLD,21803.732,21711.031,21801.273
1037,221.44789123535156,0,HOLD,21879.215,21786.512,21876.762
1038,224.12423706054688,0,HOLD,21971.865,21879.16,21969.406
1039,224.16287231445312,2,SELL,22037.316,21953.324,22043.562
1040,226.3464813232422,2,SELL,22211.75,22139.654,22218.406
1041,226.05657958984375,2,SELL,22287.771,22219.55,22294.432
1042,226.70388793945312,2,SELL,22313.514,22249.152,22320.172
1043,226.7908935546875,2,SELL,22325.383,22353.01,22360.889
1044,228.96478271484375,1,BUY,22456.305,22492.387,22488.492
1045,226.83917236328125,1,BUY,22492.895,22538.016,22525.086
1046,222.48175048828125,1,BUY,22476.143,22521.266,22508.332
1047,213.9020538330078,1,BUY,22613.36,22670.646,22643.47
1048,208.0856781005859,1,BUY,22678.469,22769.379,22733.906
1049,209.1581115722656,2,SELL,22483.451,22446.016,22515.637
1050,198.68478393554688,2,SELL,22435.812,22431.094,22468.002
1051,198.83932495117188,2,SELL,22405.955,22388.521,22438.146
1052,209.10015869140625,1,BUY,22534.7,22579.826,22566.895
1053,202.39486694335935,1,BUY,22378.637,22423.758,22410.824
1054,210.83929443359375,0,HOLD,22211.44,22208.775,22208.322
1055,204.4335021972656,2,SELL,22210.979,22184.172,22213.613
1056,200.9842529296875,0,HOLD,22233.605,22172.078,22187.957
1057,187.02301025390625,2,SELL,22384.855,22259.4,22397.787
1058,197.2064971923828,1,BUY,22261.959,22340.352,22304.258
1059,188.6171875,1,BUY,22276.938,22355.332,22319.238
1060,171.3226318359375,1,BUY,22223.633,22302.03,22265.934
1061,185.83457946777344,1,BUY,22405.465,22458.777,22435.291
1062,163.57386779785156,1,BUY,22439.145,22479.312,22463.791
1063,175.97958374023438,1,BUY,22451.328,22486.742,22471.219
1064,170.6269989013672,1,BUY,22417.2,22465.928,22447.025
1065,171.65110778808594,1,BUY,22418.834,22466.93,22448.66
1066,164.926513671875,1,BUY,22495.48,22529.188,22513.668
1067,165.04562377929688,1,BUY,22632.344,22704.176,22672.033
1068,177.8263397216797,1,BUY,22817.246,22895.305,22852.379
1069,176.509521484375,1,BUY,22678.266,22744.816,22714.842
1070,185.8045959472656,1,BUY,22986.61,23099.55,23044.05
1071,179.41424560546875,1,BUY,22767.898,22888.66,22828.994
1072,185.9401397705078,1,BUY,22414.674,22464.39,22444.496
1073,184.3522491455078,1,BUY,22464.193,22497.898,22482.379
1074,176.51918029785156,1,BUY,22071.105,22119.648,22093.549
1075,180.1016845703125,1,BUY,22172.719,22251.107,22215.014
1076,177.5455780029297,1,BUY,22304.01,22382.395,22346.307
1077,190.23912048339844,1,BUY,22712.928,22833.69,22774.025
1078,190.16165161132812,1,BUY,22267.508,22345.9,22309.805
1079,194.19921875,1,BUY,22486.703,22520.41,22504.889
1080,194.47998046875,1,BUY,23192.857,23305.805,23250.299
1081,196.5811004638672,1,BUY,22431.516,22474.66,22459.14
1082,205.1305999755859,1,BUY,23292.15,23407.994,23357.254
1083,202.7777862548828,1,BUY,22363.139,22423.566,22398.113
1084,206.47642517089844,1,BUY,22385.412,22440.352,22414.9
1085,208.45166015625,1,BUY,22097.963,22166.268,22130.172
1086,205.982666015625,1,BUY,22247.559,22325.95,22289.86
1087,198.3819580078125,1,BUY,22352.04,22415.738,22390.332
1088,204.26889038085935,1,BUY,21966.121,21987.658,21977.742
1089,203.8332061767578,1,BUY,22004.52,22026.055,22016.14
1090,207.04766845703125,0,HOLD,21961.133,21949.371,21947.877
1091,208.71307373046875,1,BUY,22296.934,22375.328,22339.234
1092,204.7820281982422,1,BUY,21983.223,22004.758,21994.842
1093,212.0438232421875,1,BUY,22172.361,22250.752,22214.66
1094,211.95669555664065,1,BUY,22466.355,22500.062,22484.541
1095,205.982666015625,1,BUY,22477.328,22511.037,22495.516
1096,208.3838806152344,1,BUY,23173.793,23294.45,23238.898
1097,210.746337890625,1,BUY,22622.77,22695.701,22662.46
1098,212.0438232421875,1,BUY,22775.777,22840.873,22810.9
1099,214.77423095703125,1,BUY,22781.816,22846.918,22816.945
1100,217.7176818847656,1,BUY,23358.729,23479.385,23423.832
1101,219.6638336181641,1,BUY,23027.361,23150.926,23095.37
1102,215.0646820068359,1,BUY,22517.523,22570.324,22536.457
1103,212.3730010986328,1,BUY,22476.172,22509.879,22494.357
1104,214.783935546875,1,BUY,22280.666,22359.059,22322.963
1105,216.17819213867188,1,BUY,22401.68,22456.467,22431.506
1106,220.2060546875,1,BUY,22443.713,22482.096,22466.576
1107,219.65415954589844,1,BUY,22743.262,22808.361,22778.385
1108,224.04025268554688,1,BUY,22504.848,22542.66,22523.035
1109,221.6002960205078,1,BUY,22449.807,22485.816,22470.297
1110,222.365234375,1,BUY,22297.578,22375.969,22339.875
1111,221.7648773193359,1,BUY,22037.24,22058.777,22048.863
1112,222.97520446777344,1,BUY,22048.352,22069.074,22059.973
1113,222.6847381591797,0,HOLD,21956.035,21949.852,21948.355
1114,225.94769287109375,0,HOLD,21956.361,21949.82,21948.326
1115,226.62545776367188,1,BUY,21965.734,21987.27,21977.355
1116,228.1455993652344,1,BUY,21950.18,21965.21,21955.293
1117,229.1719207763672,1,BUY,21950.914,21971.96,21965.21
1118,227.564697265625,1,BUY,21914.611,21932.973,21924.918
1119,232.07664489746097,2,SELL,21915.459,21912.918,21921.205
1120,233.87754821777344,2,SELL,21900.842,21908.754,21914.023
1121,235.5720062255859,1,BUY,21927.707,21950.844,21938.031
1122,238.39920043945312,0,HOLD,21974.463,21947.992,21957.164
1123,226.5867462158203,1,BUY,21973.35,21994.887,21984.97
1124,228.38763427734375,1,BUY,21949.934,21963.605,21953.69
1125,231.16647338867188,0,HOLD,21971.105,21948.436,21952.46
1126,235.1362762451172,1,BUY,21926.855,21949.55,21936.645
1127,235.8817901611328,1,BUY,21920.594,21939.55,21930.031
1128,236.5208282470703,1,BUY,21897.322,21934.283,21926.348
1129,236.48207092285156,1,BUY,21905.504,21925.37,21916.814
1130,239.3181915283203,1,BUY,21908.455,21920.137,21910.543
1131,241.35494995117188,1,BUY,21924.484,21945.857,21933.926
1132,236.37925720214844,1,BUY,21944.082,21970.793,21958.594
1133,238.62950134277344,1,BUY,21947.637,21974.129,21961.93
1134,232.99424743652344,1,BUY,21919.062,21937.277,21928.629
1135,235.5354461669922,1,BUY,21913.367,21931.93,21923.875
1136,240.1522979736328,1,BUY,21921.79,21941.488,21931.229
1137,242.9553680419922,1,BUY,21917.973,21935.805,21927.723
1138,244.604248046875,0,HOLD,21972.734,21947.781,21959.414
1139,250.6177215576172,1,BUY,21933.29,21959.291,21947.07
1140,248.8912353515625,1,BUY,21925.625,21947.688,21935.062
1141,252.1695556640625,1,BUY,21918.523,21936.549,21928.18
1142,254.293701171875,1,BUY,21906.307,21926.043,21917.62
1143,256.02984619140625,1,BUY,21988.1,22009.637,21999.719
1144,250.76324462890625,1,BUY,21970.957,21992.494,21982.578
1145,252.53814697265625,1,BUY,21948.537,21954.334,21950.287
1146,253.05218505859375,1,BUY,21925.719,21947.828,21935.156
1147,251.32574462890625,1,BUY,21945.64,21972.25,21960.053
1148,251.6167755126953,1,BUY,21931.172,21956.088,21943.64
1149,258.7553405761719,1,BUY,21943.586,21970.332,21958.133
1150,256.05889892578125,0,HOLD,21922.877,21916.648,21907.0
1151,256.9609680175781,1,BUY,21850.766,21943.87,21926.586
1152,250.24916076660156,2,SELL,21960.777,21959.104,21975.012
1153,247.87283325195312,1,BUY,21919.617,21938.031,21929.094
1154,252.29568481445312,1,BUY,21948.523,21954.242,21950.277
1155,249.0852508544922,1,BUY,21946.797,21973.332,21961.133
1156,251.9561767578125,0,HOLD,21926.287,21912.938,21903.285
1157,253.2752990722656,1,BUY,21903.168,21923.418,21914.479
1158,257.795166015625,1,BUY,21950.604,21972.373,21964.896
1159,261.2771301269531,1,BUY,21930.371,21954.875,21942.34
1160,262.24713134765625,1,BUY,21951.82,21970.785,21966.113
1161,262.89691162109375,1,BUY,21925.145,21946.928,21934.584
1162,266.37896728515625,1,BUY,21920.422,21925.951,21903.152
1163,263.3042907714844,1,BUY,21912.904,21931.543,21923.492
1164,262.17913818359375,1,BUY,21947.742,21950.988,21949.494
1165,257.2132263183594,1,BUY,21949.68,21961.908,21951.992
1166,263.6825256347656,1,BUY,21955.39,21976.926,21967.012
1167,264.2839050292969,1,BUY,21974.361,21995.9,21985.982
1168,263.9735107421875,1,BUY,22005.752,22027.285,22017.371
1169,267.0384521484375,1,BUY,21954.824,21976.36,21966.443
1170,269.60882568359375,1,BUY,21957.078,21978.613,21968.7
1171,267.79498291015625,1,BUY,21948.781,21955.951,21950.535
1172,271.5097961425781,1,BUY,21980.48,22002.018,21992.102
1173,273.3914794921875,1,BUY,21987.73,22009.268,21999.35
1174,275.0985107421875,1,BUY,21950.406,21966.715,21956.799
1175,277.26141357421875,1,BUY,21990.371,22011.908,22001.992
1176,283.1778869628906,1,BUY,21994.033,22015.566,22005.652
1177,282.29522705078125,1,BUY,21997.621,22019.158,22009.244
1178,283.7308044433594,1,BUY,21982.041,22003.574,21993.66
1179,286.0101318359375,1,BUY,21950.633,21968.223,21958.309
1180,290.8984680175781,1,BUY,21951.176,21971.826,21961.91
1181,293.6531066894531,1,BUY,21981.168,22002.707,21992.787
1182,278.7648010253906,1,BUY,21955.764,21977.303,21967.387
1183,275.0499572753906,1,BUY,21952.424,21973.965,21964.047
1184,261.83001708984375,1,BUY,22004.73,22026.268,22016.352
1185,269.5215759277344,1,BUY,22035.523,22057.059,22047.145
1186,264.1480712890625,1,BUY,22016.271,22037.809,22027.89
1187,262.3150329589844,1,BUY,22018.506,22040.04,22030.125
1188,266.8832702636719,1,BUY,22027.508,22049.047,22039.129
1189,270.66595458984375,1,BUY,21991.938,22013.475,22003.557
1190,266.3498229980469,1,BUY,21950.402,21966.703,21956.785
1191,262.1888732910156,1,BUY,21948.078,21951.328,21949.83
1192,258.8426208496094,2,SELL,21958.58,21961.965,21972.875
1193,259.4634094238281,1,BUY,21944.004,21970.72,21958.521
1194,264.2839050292969,2,SELL,21963.875,21955.064,21970.975
1195,256.21417236328125,0,HOLD,21973.125,21947.83,21958.906
1196,257.40716552734375,1,BUY,21937.639,21964.773,21952.574
1197,263.3916015625,0,HOLD,21964.062,21949.098,21947.602
1198,268.8619079589844,0,HOLD,21955.094,21949.94,21948.445
1199,267.64947509765625,0,HOLD,21959.229,21949.55,21948.057
1200,269.4826354980469,1,BUY,21923.748,21944.66,21933.188
1201,273.7600402832031,1,BUY,21904.096,21924.197,21915.408
1202,266.0588684082031,1,BUY,21955.621,21977.156,21967.242
1203,271.73297119140625,1,BUY,21978.387,21999.926,21990.008
1204,266.8832702636719,1,BUY,22064.121,22099.562,22074.758
1205,271.5001220703125,1,BUY,22001.184,22022.72,22012.809
1206,272.9453430175781,1,BUY,22020.178,22041.713,22031.795
1207,277.1159973144531,1,BUY,22057.725,22081.787,22068.574
1208,285.6706237792969,1,BUY,22030.129,22051.664,22041.748
1209,285.66094970703125,1,BUY,21954.201,21975.738,21965.824
1210,283.27496337890625,1,BUY,21948.549,21954.396,21950.299
1211,281.3738708496094,1,BUY,22001.271,22022.809,22012.895
1212,279.83172607421875,1,BUY,22013.746,22035.285,22025.367
1213,275.2633972167969,1,BUY,22060.24,22088.422,22070.88
1214,275.85504150390625,1,BUY,22002.754,22024.293,22014.379
1215,275.6417236328125,1,BUY,22184.516,22262.904,22226.809
1216,275.63189697265625,1,BUY,22370.082,22428.46,22403.01
1217,276.1750793457031,1,BUY,22308.137,22385.14,22350.438
1218,272.03363037109375,1,BUY,22360.19,22421.488,22396.033
1219,274.1576843261719,1,BUY,22297.172,22375.564,22339.467
1220,263.46917724609375,1,BUY,22222.488,22300.88,22264.785
1221,268.0762939453125,1,BUY,22030.928,22052.469,22042.553
1222,261.2771301269531,1,BUY,22095.49,22162.844,22126.746
1223,261.8591003417969,1,BUY,21992.562,22014.1,22004.184
1224,266.38861083984375,1,BUY,22068.652,22112.59,22086.488
1225,278.27984619140625,1,BUY,22043.066,22064.23,22054.684
1226,285.5348205566406,1,BUY,22054.672,22074.861,22065.783
1227,285.7481384277344,1,BUY,22029.488,22051.025,22041.11
1228,279.9093017578125,1,BUY,21948.133,21951.66,21949.887
1229,274.89483642578125,1,BUY,21948.744,21955.71,21950.498
1230,281.0441589355469,1,BUY,21951.076,21971.164,21961.25
1231,279.7250061035156,1,BUY,21973.875,21995.41,21985.496
1232,282.1789245605469,1,BUY,21960.326,21981.863,21971.945
1233,284.3806457519531,1,BUY,22015.227,22036.764,22026.848
1234,283.47857666015625,1,BUY,21983.637,22005.176,21995.258
1235,281.3835754394531,1,BUY,21998.781,22020.316,22010.398
1236,283.5853271484375,1,BUY,22039.86,22061.3,22051.477
1237,281.6455078125,1,BUY,22004.002,22025.537,22015.621
1238,281.6551513671875,1,BUY,22036.713,22058.246,22048.332
1239,285.61236572265625,1,BUY,21990.686,22012.223,22002.309
1240,287.3680725097656,1,BUY,22071.818,22121.691,22095.594
1241,290.0158386230469,1,BUY,21984.56,22006.1,21996.18
1242,290.6075744628906,1,BUY,22014.916,22036.453,22026.537
1243,294.3320007324219,1,BUY,21978.771,22000.31,21990.395
1244,294.71026611328125,1,BUY,21950.637,21968.258,21958.34
1245,295.1273498535156,1,BUY,21918.922,21937.088,21928.512
1246,296.330078125,2,SELL,21922.342,21901.86,21927.445
1247,298.0080261230469,1,BUY,21924.271,21945.514,21933.713
1248,299.0167236328125,2,SELL,21961.314,21958.4,21974.31
1249,292.2467041015625,1,BUY,21963.744,21985.28,21975.365
1250,293.42034912109375,1,BUY,21938.777,21965.836,21953.64
1251,292.7704772949219,0,HOLD,21974.496,21947.996,21957.117
1252,294.8946228027344,0,HOLD,21957.088,21949.754,21948.26
1253,298.0467834472656,1,BUY,21949.242,21958.996,21950.992
1254,299.68603515625,1,BUY,21982.982,22004.52,21994.604
1255,301.64520263671875,1,BUY,21996.637,22018.172,22008.258
1256,300.7336120605469,1,BUY,22008.582,22030.121,22020.203
1257,300.1708984375,1,BUY,22040.768,22062.135,22052.39
1258,300.987060546875,1,BUY,22064.31,22100.113,22074.95
1259,299.4712219238281,1,BUY,21991.447,22012.982,22003.068
1260,300.7928771972656,1,BUY,21973.148,21994.688,21984.77
1261,303.82440185546875,1,BUY,21948.648,21950.547,21949.05
1262,304.09649658203125,1,BUY,21953.203,21974.74,21964.822
1263,304.10614013671875,1,BUY,21960.133,21981.672,21971.756
1264,304.8543701171875,1,BUY,21955.893,21977.43,21967.512
1265,300.5498046875,1,BUY,21949.344,21959.672,21951.096
1266,303.027587890625,0,HOLD,21968.936,21948.46,21964.371
1267,298.8299865722656,1,BUY,21933.47,21959.568,21947.367
1268,306.0592346191406,1,BUY,21935.453,21962.568,21950.37
1269,309.99456787109375,1,BUY,21973.049,21994.59,21984.672
1270,305.51519775390625,1,BUY,21957.414,21978.953,21969.037
1271,305.0292663574219,1,BUY,21970.863,21992.4,21982.482
1272,307.08929443359375,1,BUY,21951.248,21972.31,21962.39
1273,305.4471130371094,0,HOLD,21962.963,21949.2,21947.707
1274,303.027587890625,2,SELL,21961.387,21958.305,21974.213
1275,307.4487609863281,1,BUY,21932.844,21958.617,21946.35
1276,314.6003112792969,1,BUY,21928.21,21951.602,21938.838
1277,317.116943359375,1,BUY,21918.22,21936.143,21927.928
1278,316.20361328125,1,BUY,21936.584,21963.787,21951.588
1279,318.8174743652344,2,SELL,21962.371,21957.021,21972.93
1280,319.2838134765625,0,HOLD,21956.06,21949.848,21948.354
1281,310.3832092285156,0,HOLD,21969.87,21947.432,21963.152
1282,312.2197265625,0,HOLD,21971.865,21948.363,21953.227
1283,305.651123046875,1,BUY,21950.674,21968.514,21958.598
1284,313.28857421875,1,BUY,21949.531,21960.932,21951.285
1285,318.39959716796875,1,BUY,21991.936,22013.473,22003.553
1286,317.13641357421875,1,BUY,21957.072,21978.611,21968.693
1287,320.8870544433594,1,BUY,21965.355,21986.895,21976.977
1288,321.9753723144531,2,SELL,21955.105,21966.5,21969.398
1289,324.1324768066406,1,BUY,21930.895,21955.668,21943.191
1290,324.0644836425781,1,BUY,21948.346,21953.057,21950.098
1291,323.32598876953125,1,BUY,21959.598,21981.135,21971.219
1292,325.10418701171875,1,BUY,21948.396,21953.4,21950.145
1293,326.9212341308594,1,BUY,21950.488,21967.264,21957.346
1294,326.03704833984375,1,BUY,21985.648,22007.188,21997.27
1295,324.4725341796875,0,HOLD,21955.527,21949.898,21948.402
1296,323.05389404296875,1,BUY,21948.16,21974.654,21962.453
1297,321.6449890136719,1,BUY,21907.184,21926.771,21918.496
1298,313.3080749511719,1,BUY,21920.133,21938.805,21929.574
1299,312.37518310546875,1,BUY,21932.81,21958.574,21946.299
1300,314.95013427734375,1,BUY,21924.715,21946.229,21934.152
1301,303.97015380859375,1,BUY,21960.291,21981.828,21971.912
1302,305.2430725097656,1,BUY,21948.42,21950.568,21949.074
1303,314.4254455566406,1,BUY,21967.236,21988.773,21978.857
1304,309.3823547363281,1,BUY,21922.873,21943.246,21932.312
1305,300.4040832519531,0,HOLD,21938.871,21906.129,21919.656
1306,295.4874267578125,0,HOLD,21917.676,21911.207,21901.555
1307,299.9376525878906,1,BUY,21911.617,21919.418,21909.764
1308,291.4452209472656,1,BUY,21893.781,21916.719,21907.984
1309,302.9401550292969,0,HOLD,21850.766,21850.766,21850.766
1310,302.0754089355469,0,HOLD,21850.766,21850.766,21850.766
1311,309.0326232910156,0,HOLD,21850.766,21850.766,21850.766
1312,306.525634765625,0,HOLD,21850.766,21850.766,21850.766
1313,309.8001708984375,0,HOLD,21850.766,21850.766,21850.766
1314,311.5007019042969,1,BUY,21850.766,21910.25,21850.766
1315,312.7833251953125,1,BUY,21906.719,21920.496,21910.97
1316,303.2025451660156,1,BUY,21932.795,21958.547,21946.273
1317,304.2713317871094,1,BUY,21949.848,21963.023,21953.105
1318,309.97747802734375,1,BUY,22009.371,22030.908,22020.992
1319,308.6250915527344,1,BUY,21997.787,22019.322,22009.406
1320,303.4200439453125,1,BUY,21950.342,21966.312,21956.398
1321,302.8946533203125,1,BUY,21994.88,22016.416,22006.504
1322,307.4382019042969,1,BUY,21958.621,21980.16,21970.242
1323,307.35064697265625,1,BUY,21930.979,21955.791,21943.324
1324,305.80377197265625,1,BUY,21932.648,21958.322,21946.03
1325,310.4833984375,1,BUY,21948.754,21955.77,21950.506
1326,315.7760009765625,1,BUY,21969.451,21990.988,21981.07
1327,322.0804138183594,1,BUY,21948.932,21956.955,21950.686
1328,321.8566589355469,1,BUY,21982.797,22019.086,22006.395
1329,322.6349182128906,2,SELL,21961.076,21958.709,21974.62
