Date,Action,Action_Name,group
2025-03-20,0,HOLD,233
2025-03-21,0,HOLD,233
2025-03-24,0,HOLD,233
2025-03-25,0,HOLD,233
2025-03-26,0,HOLD,233
2025-03-27,0,HOLD,233
2025-03-28,0,HOLD,233
2025-03-31,0,HOLD,233
2025-04-01,0,HOLD,233
2025-04-02,0,HOLD,233
2025-04-03,0,HOLD,233
2025-04-04,0,HOLD,233
2025-04-07,0,HOLD,233
2025-04-08,0,HOLD,233
2025-04-09,0,HOLD,233
2025-04-10,0,HOLD,233
2025-04-11,0,HOLD,233
2025-04-14,0,HOLD,233
2025-04-15,0,HOLD,233
2025-04-16,0,HOLD,233
2025-04-17,0,HOLD,233
2025-04-21,2,SELL,234
2025-04-22,0,HOLD,235
2025-04-23,0,HOLD,235
2025-04-24,0,HOLD,235
2025-04-25,0,HOLD,235
2025-04-28,0,HOLD,235
2025-04-29,2,SELL,236
2025-04-30,2,SELL,236
2025-05-01,0,HOLD,237
2025-05-02,2,SELL,238
2025-05-05,0,HOLD,239
2025-05-06,0,HOLD,239
2025-05-07,2,SELL,240
2025-05-08,0,HOLD,241
2025-05-09,0,HOLD,241
2025-05-12,0,HOLD,241
2025-05-13,2,SELL,242
2025-05-14,2,SELL,242
2025-05-15,2,SELL,242
2025-05-16,2,SELL,242
2025-05-19,2,SELL,242
2025-05-20,2,SELL,242
2025-05-21,2,SELL,242
2025-05-22,2,SELL,242
2025-05-23,2,SELL,242
2025-05-27,0,HOLD,243
2025-05-28,0,HOLD,243
2025-05-29,0,HOLD,243
2025-05-30,2,SELL,244
2025-06-02,2,SELL,244
2025-06-03,2,SELL,244
2025-06-04,0,HOLD,245
2025-06-05,0,HOLD,245
2025-06-06,2,SELL,246
2025-06-09,0,HOLD,247
2025-06-10,2,SELL,248
2025-06-11,2,SELL,248
2025-06-12,0,HOLD,249
2025-06-13,2,SELL,250
2025-06-16,2,SELL,250
2025-06-17,0,HOLD,251
2025-06-18,2,SELL,252
2025-06-20,2,SELL,252
2025-06-23,2,SELL,252
2025-06-24,2,SELL,252
2025-06-25,2,SELL,252
2025-06-26,2,SELL,252
2025-06-27,2,SELL,252
2025-06-30,2,SELL,252
2025-07-01,2,SELL,252
2025-07-02,0,HOLD,253
2025-07-03,2,SELL,254
2025-07-07,2,SELL,254
2025-07-08,2,SELL,254
2025-07-09,0,HOLD,255
2025-07-10,2,SELL,256
2025-07-11,2,SELL,256
2025-07-14,2,SELL,256
2025-07-15,2,SELL,256
2025-07-16,2,SELL,256
2025-07-17,2,SELL,256
2025-07-18,0,HOLD,257
2025-07-21,2,SELL,258
2025-07-22,0,HOLD,259
2025-07-23,0,HOLD,259
2025-07-24,0,HOLD,259
2025-07-25,2,SELL,260
2025-07-28,0,HOLD,261
2025-07-29,0,HOLD,261
2025-07-30,0,HOLD,261
2025-07-31,0,HOLD,261
2025-08-01,0,HOLD,261
2025-08-04,2,SELL,262
2025-08-05,0,HOLD,263
2025-08-06,2,SELL,264
2025-08-07,0,HOLD,265
2025-08-08,0,HOLD,265
2025-08-11,2,SELL,266
2025-08-12,0,HOLD,267
2025-08-13,0,HOLD,267
2025-08-14,0,HOLD,267
2025-08-15,0,HOLD,267
2025-08-18,2,SELL,268
2025-08-19,2,SELL,268
2025-08-20,0,HOLD,269
2025-08-21,0,HOLD,269
2025-08-22,0,HOLD,269
2025-08-25,0,HOLD,269
2025-08-26,0,HOLD,269
2025-08-27,2,SELL,270
2025-08-28,2,SELL,270
2025-08-29,0,HOLD,271
2025-09-02,1,BUY,272
2025-09-03,2,SELL,273
2025-09-04,1,BUY,274
2025-09-05,1,BUY,274
2025-09-08,1,BUY,274
2025-09-09,2,SELL,275
2025-09-10,0,HOLD,276
2025-09-11,2,SELL,277
2025-09-12,2,SELL,277
2025-09-15,0,HOLD,278
2025-09-16,0,HOLD,278
2025-09-17,0,HOLD,278
2025-09-18,0,HOLD,278
2025-09-19,0,HOLD,278
2025-09-22,0,HOLD,278
2025-09-23,0,HOLD,278
2025-09-24,0,HOLD,278
2025-09-25,0,HOLD,278
2025-09-26,0,HOLD,278
2025-09-29,0,HOLD,278
2025-09-30,0,HOLD,278
2025-10-01,0,HOLD,278
2025-10-02,0,HOLD,278
2025-10-03,0,HOLD,278
2025-10-06,0,HOLD,278
2025-10-07,0,HOLD,278
2025-10-08,0,HOLD,278
2025-10-09,0,HOLD,278
2025-10-10,0,HOLD,278
2025-10-13,0,HOLD,278
2025-10-14,0,HOLD,278
2025-10-15,0,HOLD,278
2025-10-16,0,HOLD,278
2025-10-17,0,HOLD,278
2025-10-20,0,HOLD,278
2025-10-21,0,HOLD,278
2025-10-22,0,HOLD,278
2025-10-23,0,HOLD,278
2025-10-24,0,HOLD,278
2025-10-27,0,HOLD,278
2025-10-28,0,HOLD,278
2025-10-29,0,HOLD,278
2025-10-30,0,HOLD,278
2025-10-31,0,HOLD,278
2025-11-03,0,HOLD,278
2025-11-04,0,HOLD,278
2025-11-05,0,HOLD,278
2025-11-06,0,HOLD,278
2025-11-07,0,HOLD,278
2025-11-10,0,HOLD,278
2025-11-11,0,HOLD,278
2025-11-12,0,HOLD,278
2025-11-13,0,HOLD,278
2025-11-14,0,HOLD,278
2025-11-17,0,HOLD,278
2025-11-18,0,HOLD,278
2025-11-19,0,HOLD,278
2025-11-20,0,HOLD,278
2025-11-21,0,HOLD,278
2025-11-24,0,HOLD,278
2025-11-25,0,HOLD,278
2025-11-26,0,HOLD,278
2025-11-28,0,HOLD,278
2025-12-01,0,HOLD,278
2025-12-02,0,HOLD,278
2025-12-03,0,HOLD,278
2025-12-04,0,HOLD,278
2025-12-05,0,HOLD,278
2025-12-08,0,HOLD,278
2025-12-09,0,HOLD,278
2025-12-10,0,HOLD,278
2025-12-11,0,HOLD,278
2025-12-12,0,HOLD,278
2025-12-15,0,HOLD,278
2025-12-16,0,HOLD,278
2025-12-17,0,HOLD,278
2025-12-18,0,HOLD,278
2025-12-19,0,HOLD,278
2025-12-22,0,HOLD,278
2025-12-23,0,HOLD,278
2025-12-24,0,HOLD,278
2025-12-26,0,HOLD,278
2025-12-29,0,HOLD,278
2025-12-30,0,HOLD,278
2025-12-31,0,HOLD,278
2026-01-02,0,HOLD,278
2026-01-05,0,HOLD,278
2026-01-06,0,HOLD,278
2026-01-07,0,HOLD,278
2026-01-08,0,HOLD,278
2026-01-09,0,HOLD,278
2026-01-12,0,HOLD,278
2026-01-13,0,HOLD,278
2026-01-14,0,HOLD,278
2026-01-15,0,HOLD,278
2026-01-16,0,HOLD,278
2026-01-20,0,HOLD,278
2026-01-21,0,HOLD,278
2026-01-22,0,HOLD,278
